"","OTU","Phylum","Class","Order","Family","Subfamily","Genus","Species","Taxon Similarity","Sequences","Dereplicates","PreClusters","Dereplication Reduction (%)","Preclustering Reduction (%)","Length","GC Composition","MID","name"
"520","OTU19",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,191,34.03,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"521","OTU21","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Lebia","Lebia cruxminor",90.81,7,1,1,85.71,0,458,35.37,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"522","OTU20",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,222,39.19,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"523","OTU22",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,140,37.14,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"524","OTU25",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,238,33.19,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"525","OTU24",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,30.79,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"526","OTU26",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,30.79,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"527","OTU23",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,457,39.39,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"528","OTU1",NA,NA,NA,NA,NA,NA,NA,0,123,4,1,96.75,75,457.43,36.29,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"529","OTU2","Arthropoda","Insecta","Blattodea","Blaberidae",NA,NA,NA,94.27,100,3,3,97,0,457.73,35.41,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"530","OTU3",NA,NA,NA,NA,NA,NA,NA,0,66,3,1,95.45,66.67,191.08,36.09,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"531","OTU4",NA,NA,NA,NA,NA,NA,NA,0,57,2,1,96.49,50,106.82,27.15,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"532","OTU5","Arthropoda","Insecta","Hemiptera","Coreidae",NA,NA,NA,96.26,40,3,3,92.5,0,457.45,37.07,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"533","OTU6","Arthropoda","Insecta","Coleoptera","Curculionidae","Platypodinae","Euplatypus","Euplatypus sp. 5YB",96.19,35,2,2,94.29,0,135.83,34.6,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"534","OTU7",NA,NA,NA,NA,NA,NA,NA,0,34,2,1,94.12,50,127.29,30.64,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"535","OTU8",NA,NA,NA,NA,NA,NA,NA,0,27,2,1,92.59,50,457.81,32.98,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"536","OTU9",NA,NA,NA,NA,NA,NA,NA,0,26,2,1,92.31,50,100.77,42.67,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"537","OTU10",NA,NA,NA,NA,NA,NA,NA,0,16,1,1,93.75,0,110,41.82,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"538","OTU11","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,13,1,1,92.31,0,458,39.52,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"539","OTU12",NA,NA,NA,NA,NA,NA,NA,0,13,1,1,92.31,0,136,38.24,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"540","OTU13",NA,NA,NA,NA,NA,NA,NA,0,13,1,1,92.31,0,222,39.19,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"541","OTU14","Arthropoda","Insecta","Coleoptera","Scarabaeidae",NA,NA,NA,96.48,12,2,2,83.33,0,458,34.93,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"542","OTU15",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,156,32.69,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"543","OTU16",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,112,24.11,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"544","OTU17",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,124,23.39,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"545","OTU18","Arthropoda","Insecta","Coleoptera","Hydrophilidae",NA,NA,NA,92.89,10,2,2,80,0,197.5,36.46,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"546","OTU19","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culex","Culex sp. 6 HY-2020",91.18,8,1,1,87.5,0,102,28.43,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"547","OTU21",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,137,37.96,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"548","OTU20",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,102,39.22,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"549","OTU24",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,30.79,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"550","OTU23",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,107,29.91,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"551","OTU22",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,135,39.26,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"552","OTU25",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,39.3,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"553","OTU26",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,101,47.52,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"554","OTU30","Arthropoda","Insecta","Lepidoptera","Oecophoridae",NA,"oecoBioLep01","oecoBiolep01 BioLep31",97.14,5,1,1,80,0,458,30.13,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"555","OTU29","Arthropoda","Insecta","Coleoptera","Hydrophilidae",NA,NA,NA,90.36,5,1,1,80,0,197,36.04,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"556","OTU28",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,30.57,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"557","OTU27",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,139,37.41,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"558","OTU1",NA,NA,NA,NA,NA,NA,NA,0,104,5,1,95.19,80,457.62,36.28,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"559","OTU2","Arthropoda","Insecta","Blattodea","Blaberidae",NA,NA,NA,94.27,42,2,2,95.24,0,457.71,35.39,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"560","OTU4",NA,NA,NA,NA,NA,NA,NA,0,34,1,1,97.06,0,107,27.1,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"561","OTU3",NA,NA,NA,NA,NA,NA,NA,0,34,2,1,94.12,50,109.74,41.92,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"562","OTU5","Arthropoda","Insecta","Hemiptera","Coreidae",NA,NA,NA,96.26,26,2,2,92.31,0,457.81,37.09,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"563","OTU6",NA,NA,NA,NA,NA,NA,NA,0,24,2,1,91.67,50,458.21,32.95,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"564","OTU7",NA,NA,NA,NA,NA,NA,NA,0,22,1,1,95.45,0,191,36.13,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"565","OTU8",NA,NA,NA,NA,NA,NA,NA,0,20,1,1,95,0,107,29.91,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"566","OTU9",NA,NA,NA,NA,NA,NA,NA,0,17,2,1,88.24,50,458.59,30.87,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"567","OTU10",NA,NA,NA,NA,NA,NA,NA,0,14,1,1,92.86,0,128,30.47,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"568","OTU11","Arthropoda","Insecta","Coleoptera","Hydrophilidae",NA,NA,NA,93.37,13,2,2,84.62,0,197.23,36.51,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"569","OTU12","Arthropoda","Insecta","Coleoptera","Curculionidae","Platypodinae","Euplatypus","Euplatypus sp. 5YB",96.19,12,1,1,91.67,0,136,34.56,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"570","OTU13","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,12,1,1,91.67,0,458,39.52,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"571","OTU14",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,156,32.69,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"572","OTU15",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,238,33.19,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"573","OTU16",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,30.79,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"574","OTU17",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,39.3,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"575","OTU18",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,191,36.65,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"576","OTU19",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,129,37.21,0,"MBR-CYB002.DNA-LT-ARM3-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"577","OTU1","Arthropoda","Insecta","Diptera","Chloropidae","Chloropinae","Steleocerellus","Steleocerellus sp. 2",94.44,200,7,6,96.5,14.29,121.94,28.67,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"578","OTU2","Arthropoda","Insecta","Lepidoptera","Limacodidae","Limacodinae","Perola","Perola BioLep05",96.71,144,5,5,96.53,0,457.67,32.1,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"579","OTU3","Arthropoda","Insecta","Blattodea","Blaberidae",NA,NA,NA,95.84,89,6,6,93.26,0,457.6,35.15,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"580","OTU4","Arthropoda","Insecta","Lepidoptera","Euteliidae","Euteliinae","Marathyssa","Marathyssa minus",93.65,65,3,3,95.38,0,457.65,30.37,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"581","OTU5",NA,NA,NA,NA,NA,NA,NA,0,59,4,1,93.22,75,457.83,38.43,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"582","OTU6",NA,NA,NA,NA,NA,NA,NA,0,39,3,1,92.31,66.67,166.85,38.85,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"583","OTU7","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Ostha","Ostha Janzen249",90.77,35,3,3,91.43,0,456.43,35.19,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"584","OTU8",NA,NA,NA,NA,NA,NA,NA,0,31,1,1,96.77,0,140,38.57,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"585","OTU9",NA,NA,NA,NA,NA,NA,NA,0,20,3,1,85,66.67,457.75,37.14,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"586","OTU10",NA,NA,NA,NA,NA,NA,NA,0,18,3,1,83.33,66.67,456.89,37.49,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"587","OTU11","Arthropoda","Insecta","Lepidoptera","Erebidae","Arctiinae","Episcepsis","Episcepsis venata",90.37,15,1,1,93.33,0,458,29.91,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"588","OTU12","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,94.71,15,1,1,93.33,0,458,40.83,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"589","OTU13",NA,NA,NA,NA,NA,NA,NA,0,15,1,1,93.33,0,113,40.71,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"590","OTU14","Arthropoda","Insecta","Hemiptera","Pentatomidae","Discocephalinae","Ablaptus","Ablaptus brevirostrum",91.68,12,2,2,83.33,0,458.42,34.12,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"591","OTU15",NA,NA,NA,NA,NA,NA,NA,0,12,1,1,91.67,0,137,37.23,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"592","OTU16",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,458,30.57,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"593","OTU17","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,9,1,1,88.89,0,458,39.52,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"594","OTU18","Arthropoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,95.6,8,1,1,87.5,0,458,33.84,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"595","OTU19",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,107,27.1,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"596","OTU20",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,122,28.69,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"597","OTU21","Arthropoda","Insecta","Lepidoptera","Depressariidae",NA,NA,NA,94.96,6,1,1,83.33,0,458,34.93,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"598","OTU22","Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,92.55,6,1,1,83.33,0,458,34.72,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"599","OTU25","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Pyrinia","Pyrinia helvaria",95.62,5,1,1,80,0,458,28.82,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"600","OTU24",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,142,32.39,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"601","OTU23","Arthropoda","Insecta","Lepidoptera","Depressariidae","Stenomatinae","Stenoma",NA,97.58,5,1,1,80,0,459,33.99,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"602","OTU1","Arthropoda","Insecta","Diptera","Chloropidae","Chloropinae","Steleocerellus","Steleocerellus sp. 2",94.44,322,7,6,97.83,14.29,121.88,28.67,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"603","OTU2","Arthropoda","Insecta","Lepidoptera","Limacodidae","Limacodinae","Perola","Perola BioLep05",96.71,96,3,3,96.88,0,457.99,32.11,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"604","OTU3",NA,NA,NA,NA,NA,NA,NA,0,76,3,1,96.05,66.67,166.87,38.84,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"605","OTU4","Arthropoda","Insecta","Blattodea","Blaberidae",NA,NA,NA,95.84,69,5,5,92.75,0,457.91,35.14,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"606","OTU5",NA,NA,NA,NA,NA,NA,NA,0,51,4,1,92.16,75,457.76,38.42,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"607","OTU6","Arthropoda","Insecta","Lepidoptera","Euteliidae","Euteliinae","Marathyssa","Marathyssa minus",93.65,44,2,2,95.45,0,457.77,30.36,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"608","OTU8",NA,NA,NA,NA,NA,NA,NA,0,31,1,1,96.77,0,140,38.57,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"609","OTU7",NA,NA,NA,NA,NA,NA,NA,0,31,2,1,93.55,50,121.84,28.73,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"610","OTU9",NA,NA,NA,NA,NA,NA,NA,0,20,1,1,95,0,107,27.1,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"611","OTU10","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Ostha","Ostha Janzen249",90.57,17,1,1,94.12,0,457,35.23,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"612","OTU11",NA,NA,NA,NA,NA,NA,NA,0,15,2,1,86.67,50,458,37.12,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"613","OTU12","Arthropoda","Insecta","Hemiptera","Pentatomidae","Discocephalinae","Ablaptus","Ablaptus brevirostrum",91.68,11,2,2,81.82,0,457.91,34.07,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"614","OTU13",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,137,37.23,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"615","OTU14","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,94.71,10,1,1,90,0,458,40.83,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"616","OTU15","Arthropoda","Insecta","Diptera","Chloropidae","Chloropinae","Steleocerellus","Steleocerellus sp. 2",94.44,8,1,1,87.5,0,122,29.51,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"617","OTU16","Arthropoda","Insecta","Lepidoptera","Erebidae","Arctiinae","Episcepsis","Episcepsis venata",90.37,8,1,1,87.5,0,458,29.91,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"618","OTU17","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,7,1,1,85.71,0,458,39.52,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"619","OTU18","Arthropoda","Insecta","Lepidoptera","Depressariidae",NA,NA,NA,94.96,6,1,1,83.33,0,458,34.93,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"620","OTU21","Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,92.55,5,1,1,80,0,458,34.72,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"621","OTU20",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,122,30.33,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"622","OTU19",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,30.57,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"623","OTU1","Arthropoda","Insecta","Diptera","Chloropidae","Chloropinae","Steleocerellus","Steleocerellus sp. 2",94.44,231,7,5,96.97,28.57,121.91,28.69,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"624","OTU2","Arthropoda","Insecta","Lepidoptera","Limacodidae","Limacodinae","Perola","Perola BioLep05",96.71,109,4,4,96.33,0,457.74,32.11,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"625","OTU3","Arthropoda","Insecta","Blattodea","Blaberidae",NA,NA,NA,95.84,82,5,5,93.9,0,457.98,35.14,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"626","OTU4",NA,NA,NA,NA,NA,NA,NA,0,66,3,1,95.45,66.67,458.05,38.43,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"627","OTU5",NA,NA,NA,NA,NA,NA,NA,0,46,2,1,95.65,50,166.74,38.98,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"628","OTU6","Arthropoda","Insecta","Lepidoptera","Euteliidae","Euteliinae","Marathyssa","Marathyssa minus",93.65,43,3,3,93.02,0,457.56,30.38,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"629","OTU7","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Ostha","Ostha Janzen249",90.57,38,2,2,94.74,0,456.84,35.24,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"630","OTU8",NA,NA,NA,NA,NA,NA,NA,0,24,2,1,91.67,50,107,26.87,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"631","OTU9",NA,NA,NA,NA,NA,NA,NA,0,22,3,1,86.36,66.67,457.77,37.14,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"632","OTU10",NA,NA,NA,NA,NA,NA,NA,0,18,1,1,94.44,0,122,28.69,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"633","OTU11",NA,NA,NA,NA,NA,NA,NA,0,15,1,1,93.33,0,137,37.23,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"634","OTU14","Arthropoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,95.6,13,2,2,84.62,0,457.62,33.87,0,"MBR-CYB002.DNA-LT-ARM4-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
